要素ID,項目名,コンテキストID,相対年度,連結・個別,期間・時点,ユニットID,単位,値
jpcrp_cor:SignificantAccountingEstimatesFinancialStatementsTextBlock,重要な会計上の見積り、財務諸表 [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－," (重要な会計上の見積り）1．貸倒引当金及び債務保証損失引当金の計上基準(1) 当事業年度の財務諸表に計上した金額（単位：百万円） 前事業年度当事業年度貸倒引当金13,23714,961債務保証損失引当金8,5756,453  (2) 識別した項目に係る重要な会計上の見積りの内容に関する情報連結財務諸表「注記事項（重要な会計上の見積り）1．貸倒引当金及び債務保証損失引当金の計上基準」に記載した内容と同一であります。 2．ポイント引当金の計上基準(1) 当事業年度の財務諸表に計上した金額（単位：百万円） 前事業年度当事業年度ポイント引当金20,90817,943  (2) 識別した項目に係る重要な会計上の見積りの内容に関する情報連結財務諸表「注記事項（重要な会計上の見積り）2．ポイント引当金の計上基準」に記載した内容と同一であります。 3．繰延税金資産の回収可能性(1) 当事業年度の財務諸表に計上した金額繰延税金資産の金額は、財務諸表「注記事項（税効果会計関係）1．繰延税金資産及び繰延税金負債の発生の主な原因別の内訳」に記載の金額と同一であります。 (2) 識別した項目に係る重要な会計上の見積りの内容に関する情報連結財務諸表「注記事項（重要な会計上の見積り）3．繰延税金資産の回収可能性」に記載した内容（連結子会社の記載を除く。）と同一であります。 "
jpcrp_cor:NotesChangesInAccountingPoliciesInAccordanceWithChangesInAccountingStandardsEtcFinancialStatementsTextBlock,会計基準等の改正等に伴う会計方針の変更、財務諸表 [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－,(会計方針の変更)「法人税、住民税及び事業税等に関する会計基準」（企業会計基準第27号 2022年10月28日。以下「2022年改正会計基準」という。）等を当事業年度の期首から適用しております。 　法人税等の計上区分に関する改正については、2022年改正会計基準第20－3項ただし書きに定める経過的な取扱いに従っております。なお、当該会計方針の変更による財務諸表への影響額及び1株当たり情報への影響額はありません。 
jpcrp_cor:NotesChangesInPresentationFinancialStatementsTextBlock,表示方法の変更、財務諸表 [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－, (表示方法の変更)該当事項はありません。 
jpcrp_cor:NotesChangesInAccountingEstimatesFinancialStatementsTextBlock,会計上の見積りの変更、財務諸表 [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－,(会計上の見積りの変更)該当事項はありません。 
jpcrp_cor:NotesAdditionalInformationFinancialStatementsTextBlock,追加情報、財務諸表 [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－,(追加情報)該当事項はありません。 
jpcrp_cor:NotesRegardingPledgedAssetsTextBlock,担保に供している資産の注記 [テキストブロック],CurrentYearInstant_NonConsolidatedMember,当期末,その他,時点,－,－,"※1  担保資産及び担保付債務担保に供している資産及び担保付債務は以下のとおりであります。 前事業年度(2024年3月31日)当事業年度(2025年3月31日)割賦売掛金72,740百万円415,496百万円   前事業年度(2024年3月31日)当事業年度(2025年3月31日)1年内返済予定の債権流動化借入金12,063百万円75,359百万円債権流動化借入金59,661　〃340,771　〃計71,725百万円416,130百万円  "
jpcrp030000-asr_E05031-000:NotesRegardingBreakdownOfOperatingLoansTextBlock,,CurrentYearInstant_NonConsolidatedMember,当期末,その他,時点,－,－,"※2　営業貸付金の内訳 前事業年度(2024年3月31日)当事業年度(2025年3月31日)極度貸付988,449百万円815,182百万円証書貸付3,826　〃2,923　〃合計992,275百万円818,105百万円（うち関係会社貸付金）244,900　〃278,200　〃  "
jpcrp_cor:NotesRegardingBadLoansSPFTextBlock,不良債権に関する注記、特定金融業 [テキストブロック],CurrentYearInstant_NonConsolidatedMember,当期末,その他,時点,－,－," ※3  不良債権の金額「特定金融会社等の会計の整理に関する内閣府令」（平成11年総理府・大蔵省令第32号。）に基づく、提出会社における不良債権等の状況は次のとおりであります。 前事業年度(2024年3月31日)当事業年度(2025年3月31日)破産更生債権及びこれらに準ずる債権1百万円5百万円危険債権53　〃43　〃三月以上延滞債権11　〃15　〃貸出条件緩和債権―　〃―　〃正常債権992,644　〃818,593　〃合計992,711百万円818,657百万円  なお、上記それぞれの概念は次のとおりであります。(破産更生債権及びこれらに準ずる債権)破産更生債権及びこれらに準ずる債権とは、破産手続開始、更生手続開始、再生手続開始の申立て等の事由により経営破綻に陥っている債務者に対する債権及びこれらに準ずる債権であります。 (危険債権)危険債権とは、債務者が経営破綻の状態には至っていないが、財政状態及び経営成績が悪化し、契約に従った債権の元本の回収及び利息の受取りができない可能性の高い債権のうち、破産更生債権及びこれらに準ずる債権を除く債権であります。 (三月以上延滞債権)三月以上延滞債権とは、元本又は利息の支払が約定支払日の翌日から三月以上遅延している債権のうち、破産更生債権及びこれらに準ずる債権及び危険債権を除く債権であります。 (貸出条件緩和債権)貸出条件緩和債権とは、債務者の経営再建又は支援を図ることを目的として、金利の減免、利息の支払猶予、元本の返済猶予、債権放棄その他の債務者に有利となる取決めを行った債権のうち、破産更生債権及びこれらに準ずる債権、危険債権及び三月以上延滞債権を除く債権であります。 (正常債権)正常債権とは、債務者の財政状態及び経営成績に特に問題がないものとして、破産更生債権及びこれらに準ずる債権、危険債権、三月以上延滞債権及び貸出条件緩和債権以外のものに区分される債権であります。 "
jpcrp030000-asr_E05031-000:NotesRegardingLiquidationOfAccountsReceivableTextBlock,,FilingDateInstant_NonConsolidatedMember,提出日時点,その他,時点,－,－,※4  債権流動化借入金債権流動化借入金は、割賦売掛金を流動化したことに伴い発生した債務であります。 
jpcrp_cor:NotesRegardingGuaranteeObligationsTextBlock,保証債務の注記 [テキストブロック],CurrentYearInstant_NonConsolidatedMember,当期末,その他,時点,－,－,"5  保証債務トヨタ販売店及びレンタリース店等が一般顧客に割賦販売等を行うにあたり、販売店及びレンタリース店等に対して保証業務として次のとおり債務保証を行っております。 前事業年度(2024年3月31日)当事業年度(2025年3月31日)営業上の債務保証3,974,138百万円2,972,991百万円  "
jpcrp_cor:CreditorsNotesRegardingOverdraftContractsAndOrLoanCommitmentsTextBlock,当座貸越契約及び（又は）貸出コミットメントに関する貸手の注記 [テキストブロック],CurrentYearInstant_NonConsolidatedMember,当期末,その他,時点,－,－," 6  貸出コミットメントに係る貸出未実行残高 前事業年度(2024年3月31日)当事業年度(2025年3月31日)貸出未実行残高3,573,838百万円2,672,602百万円  なお、上記貸出コミットメントにおいては、信用状態等に関する審査を貸出の条件としているものが含まれているため、必ずしも全額が貸出実行されるものではありません。 "
jpcrp_cor:NotesStatementOfIncomeTextBlock,損益計算書関係 [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－,該当事項はありません。 
jpcrp_cor:NotesSecuritiesFinancialStatementsTextBlock,有価証券関係、財務諸表 [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－,"(有価証券関係)子会社株式は、市場価格のない株式等のため、子会社株式の時価を記載しておりません。なお、市場価格のない株式等の子会社株式の貸借対照表計上額は以下のとおりです。区分前事業年度（百万円）当事業年度（百万円）子会社株式14,22014,220合計14,22014,220 （注）関係会社出資金については、連結財務諸表「注記事項（金融商品関係）」に記載の金額と同一であります。 "
jpcrp_cor:NotesTaxEffectAccountingFinancialStatementsTextBlock,税効果会計関係、財務諸表 [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－," (税効果会計関係)1．繰延税金資産及び繰延税金負債の発生の主な原因別の内訳 前事業年度(2024年3月31日) 当事業年度(2025年3月31日)繰延税金資産     会計償却済債権7,836百万円 7,303百万円ポイント引当金6,397　〃 5,490　〃クレジットカード年会費等4,140　〃 4,571　〃貸倒引当金3,226　〃 3,715　〃退職給付引当金2,736　〃 2,852　〃債務保証損失引当金2,623　〃 2,003　〃その他4,656　〃 5,896　〃繰延税金資産小計31,617百万円 31,832百万円評価性引当額△18　〃 △10　〃繰延税金資産合計31,599百万円 31,822百万円      繰延税金負債     繰延ヘッジ損益133百万円 298百万円その他142　〃 39　〃繰延税金負債合計276百万円 338百万円繰延税金資産純額31,323百万円 31,483百万円  2．法定実効税率と税効果会計適用後の法人税等の負担率との間に重要な差異があるときの、当該差異の原因となった主要な項目別の内訳前事業年度及び当事業年度は、いずれも法定実効税率と税効果会計適用後の法人税等の負担率との間の差異が法定実効税率の100分の5以下であるため注記を省略しております。 3．法人税及び地方法人税の会計処理又はこれらに関する税効果会計の会計処理当社は、グループ通算制度を適用しており、「グループ通算制度を適用する場合の会計処理及び開示に関する取扱い」（実務対応報告第42号　2021年8月12日）に従って、法人税及び地方法人税の会計処理又はこれらに関する税効果会計の会計処理並びに開示を行っております。 4．法人税等の税率の変更による繰延税金資産及び繰延税金負債の金額の修正「所得税法等の一部を改正する法律」（令和7年法律第13号）が2025年3月31日に国会で成立し、2026年4月1日以後開始する事業年度より「防衛特別法人税」の課税が行われることとなりました。これに伴い、2026年4月1日以後開始する事業年度以降に解消が見込まれる一時差異に係る繰延税金資産及び繰延税金負債については、法定実効税率を30.6％から31.5％に変更し計算しております。この変更により、当事業年度の繰延税金資産の金額（繰延税金負債の金額を控除した金額）が318百万円、その他有価証券評価差額金が0百万円、繰延ヘッジ損益が11百万円それぞれ増加し、法人税等調整額が306百万円減少しております。 "
jpcrp_cor:NotesBusinessCombinationsFinancialStatementsTextBlock,企業結合等関係、財務諸表 [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－, (企業結合等関係)該当事項はありません。 
jpcrp_cor:NotesRevenueRecognitionFinancialStatementsTextBlock,収益認識関係、財務諸表 [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－,(収益認識関係)1．顧客との契約から生じる収益を分解した情報連結財務諸表を作成しているため、注記を省略しております。 2．顧客との契約から生じる収益を理解するための基礎となる情報連結財務諸表「注記事項（収益認識関係）2．顧客との契約から生じる収益を理解するための基礎となる情報」に同一の内容を記載しているので、注記を省略しております。 3．顧客との契約に基づく履行義務の充足と当該契約から生じるキャッシュ・フローとの関係並びに当事業年度末において存在する顧客との契約から翌事業年度以降に認識すると見込まれる収益の金額及び時期に関する情報連結財務諸表を作成しているため、注記を省略しております。 
jpcrp_cor:NotesSignificantEventsAfterReportingPeriodFinancialStatementsTextBlock,重要な後発事象、財務諸表 [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－, (重要な後発事象)(共通支配下の取引等)当社は2025年3月6日開催の取締役会において、トヨタグループのダイハツ領域における金融子会社であるダイハツ信販株式会社を買収し、子会社化することを決議しました。また、2025年4月1日にダイハツ工業株式会社よりダイハツ信販株式会社の全株式を取得し買収が完了しました。なお、ダイハツ信販株式会社は翌事業年度の期首より当社の連結子会社となります。 1．取引の概要(1) 結合当事企業の名称及び当該事業の内容結合当事企業の名称　　ダイハツ信販株式会社事業の内容　　　　　　金融事業 (2) 企業結合日2025年4月1日 (3) 企業結合の法的形式現金を対価とする株式取得 (4) 結合後企業の名称変更はありません (5) その他取引の概要に関する事項ダイハツ信販株式会社を子会社化し、トヨタグループにおける金融機能を当社に集約することによりバックオフィスの効率化を図ると共に、お客様及びダイハツ販売会社向けの対応をダイハツ工業株式会社と連携して一層強化することを通じてダイハツ領域における事業価値の向上を図ってまいります。 2．実施した会計処理の概要「企業結合に関する会計基準」（企業会計基準第21号 2019年1月16日）及び「企業結合会計基準及び事業分離等会計基準に関する適用指針」（企業会計基準適用指針第10号 2019年1月16日）に基づき、共通支配下の取引として処理しております。 
jpcrp_cor:AnnexedDetailedScheduleOfSecuritiesTextBlock,有価証券明細表 [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－,【有価証券明細表】有価証券の金額が資産の総額の100分の1以下であるため、財務諸表等規則第124条の規定により記載を省略しております。 
jpcrp_cor:AnnexedDetailedScheduleOfPropertyPlantAndEquipmentEtcTextBlock,有形固定資産等明細表 [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－,"【有形固定資産等明細表】 資産の種類当期首残高(百万円)当期増加額(百万円)当期減少額(百万円)当期末残高(百万円)当期末減価償却累計額又は償却累計額(百万円)当期償却額(百万円)差引当期末残高(百万円)有形固定資産         建物―――2,7602,036104723　車両運搬具―――49231225　工具、器具及び備品―――1,5081,067192441　賃貸資産―――6,8254,3622,6772,463有形固定資産計―――11,1447,4902,9873,653無形固定資産       　ソフトウエア―――37,73314,9524,78822,780無形固定資産計―――37,73314,9524,78822,780長期前払費用4,1416221,0553,7081,9328351,775繰延資産       　社債発行費397490―887255171632繰延資産計397490―887255171632  (注) 有形固定資産、無形固定資産の金額が資産総額の1％以下であるため「当期首残高」「当期増加額」及び「当期減少額」の記載を省略しております。 "
jpcrp_cor:AnnexedDetailedScheduleOfProvisionsTextBlock,引当金明細表 [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－," 【引当金明細表】 区分当期首残高(百万円)当期増加額(百万円)当期減少額(目的使用)(百万円)当期減少額(その他)(百万円)当期末残高(百万円)貸倒引当金(注)13,23714,56112,837―14,961賞与引当金2,3302,4932,330―2,493役員賞与引当金937693―76ポイント引当金20,90821,69524,660―17,943債務保証損失引当金(注)8,5753,4275,549―6,453役員退職慰労引当金1231611―129 (注)  損益計算書の販売費及び一般管理費の貸倒引当金繰入額は、貸倒引当金及び債務保証損失引当金の「当期増加額」、債務保証損失引当金の「当期減少額（目的使用）」の相殺後の純額で表示しております。なお、貸倒引当金繰入額と相殺した債務保証損失引当金の「当期減少額（目的使用）」の金額は、5,549百万円であります。 "
jpcrp_cor:ComponentsOfMajorAssetsAndLiabilitiesTextBlock,主な資産及び負債の内容 [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－,(2) 【主な資産及び負債の内容】連結財務諸表を作成しているため、記載を省略しております。 
jpcrp_cor:OtherInformationFinancialStatementsEtcTextBlock,その他、財務諸表等 [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－,(3) 【その他】該当事項はありません。 
jpcrp_cor:OverviewOfOperationalProceduresForSharesTextBlock,提出会社の株式事務の概要 [テキストブロック],FilingDateInstant,提出日時点,その他,時点,－,－,"第6 【提出会社の株式事務の概要】 事業年度4月1日から3月31日まで定時株主総会6月中基準日3月31日株券の種類1株券、100株券、1,000株券、5,000株券、10,000株券剰余金の配当の基準日3月31日、9月30日1単元の株式数―――株式の名義書換え 　　取扱場所当社　総務部　　株主名簿管理人なし　　取次所当社　総務部　　名義書換手数料無料　　新券交付手数料無料単元未満株式の買取り 　　取扱場所―――　　株主名簿管理人―――　　取次所―――　　買取手数料―――公告掲載方法当社の公告方法は、電子公告により行います。但し、電子公告を行うことができないやむを得ない事由が生じた場合には、官報に掲載して行います。当社の公告掲載URLは次のとおりです。https://www.toyota-finance.co.jp/ir/financial/e_public_notices.html株主に対する特典なし株式の譲渡制限当社の株式を譲渡するには、取締役会の承認を要します。 "
jpcrp_cor:InformationAboutParentCompanyEtcOfReportingCompanyTextBlock,提出会社の親会社等の情報 [テキストブロック],FilingDateInstant,提出日時点,その他,時点,－,－,1 【提出会社の親会社等の情報】当社は、上場会社でないため金融商品取引法第24条の7第1項の適用がありません。 
jpcrp_cor:OtherReferenceInformationTextBlock,その他の参考情報 [テキストブロック],FilingDateInstant,提出日時点,その他,時点,－,－,2 【その他の参考情報】当事業年度の開始日から有価証券報告書提出日までの間に、次の書類を提出しております。 (1) 有価証券報告書及びその添付書類事業年度  第36期(自  2023年4月1日  至  2024年3月31日)2024年6月28日東海財務局長に提出。 (2) 半期報告書第37期中(自  2024年4月1日  至  2024年9月30日)2024年11月14日東海財務局長に提出。 (3) 発行登録書及びその添付書類2025年3月7日東海財務局長に提出。 (4) 訂正発行登録書2025年3月19日東海財務局長に提出。2025年5月8日東海財務局長に提出。2025年6月10日東海財務局長に提出。2025年6月13日東海財務局長に提出。2025年6月18日東海財務局長に提出。 
jpcrp_cor:InformationAboutGuaranteeCompanyTextBlock,保証会社情報 [テキストブロック],FilingDateInstant,提出日時点,その他,時点,－,－,第1 【保証会社情報】 該当事項はありません。
jpcrp_cor:ReasonForDisclosureOfInformationOfCompanyConcernedTextBlock,当該会社の情報の開示を必要とする理由 [テキストブロック],FilingDateInstant,提出日時点,その他,時点,－,－,"1 【当該会社の情報の開示を必要とする理由】当社の第78回から第108回までの無担保社債（社債間限定同等特約付）、第7回から第9回までの無担保社債（社債間限定同等特約付および分割制限付少人数私募）及び第1回無担保セキュリティトークン社債（社債間限定同等特約および譲渡制限付）は、トヨタ自動車株式会社とトヨタファイナンシャルサービス株式会社との間の2000年10月2日付サプリメンタル・クレジット・サポート・アグリーメント№2及び当社とトヨタファイナンシャルサービス株式会社との間の2000年10月2日付クレジット・サポート・アグリーメント（2002年11月1日付覚書にて一部変更）上の利益を享受しているため、当該会社の情報の開示を行います。 ＜対象となっている社債＞提出日現在(2025年6月27日現在) 有価証券の名称発行年月日発行価格の総額(百万円)上場金融商品取引所又は登録認可金融商品取引業協会名トヨタファイナンス株式会社第78回無担保社債（社債間限定同等特約付）2017年7月25日15,000非上場トヨタファイナンス株式会社第81回無担保社債（社債間限定同等特約付）2017年10月24日10,000非上場トヨタファイナンス株式会社第86回無担保社債(社債間限定同等特約付)2018年10月23日10,000非上場トヨタファイナンス株式会社第94回無担保社債(社債間限定同等特約付)2020年10月21日30,000非上場トヨタファイナンス株式会社第96回無担保社債(社債間限定同等特約付)2021年4月15日60,000非上場トヨタファイナンス株式会社第7回無担保社債（社債間限定同等特約付および分割制限付少人数私募）2022年4月28日20,000非上場トヨタファイナンス株式会社第98回無担保社債（社債間限定同等特約付）2022年10月21日40,000非上場トヨタファイナンス株式会社第99回無担保社債（社債間限定同等特約付）2022年10月21日20,000非上場トヨタファイナンス株式会社第100回無担保社債（社債間限定同等特約付）2023年10月13日80,000非上場トヨタファイナンス株式会社第101回無担保社債（社債間限定同等特約付）2023年10月13日80,000非上場トヨタファイナンス株式会社第8回無担保社債（社債間限定同等特約付および分割制限付少人数私募）2023年12月18日10,000非上場トヨタファイナンス株式会社第102回無担保社債（社債間限定同等特約付）2024年4月11日40,000非上場トヨタファイナンス株式会社第103回無担保社債（社債間限定同等特約付）2024年4月11日60,000非上場   有価証券の名称発行年月日発行価格の総額(百万円)上場金融商品取引所又は登録認可金融商品取引業協会名トヨタファイナンス株式会社第104回無担保社債（社債間限定同等特約付）2024年10月10日20,000非上場トヨタファイナンス株式会社第105回無担保社債（社債間限定同等特約付）2024年10月10日50,000非上場トヨタファイナンス株式会社第9回無担保社債（社債間限定同等特約付および分割制限付少人数私募）2024年12月12日20,000非上場トヨタファイナンス株式会社第106回無担保社債（社債間限定同等特約付）2025年1月23日40,000非上場トヨタファイナンス株式会社第107回無担保社債（社債間限定同等特約付）2025年1月23日30,000非上場トヨタファイナンス株式会社第108回無担保社債（社債間限定同等特約付）2025年1月23日10,000非上場トヨタファイナンス株式会社第1回無担保セキュリティトークン社債(社債間限定同等特約および譲渡制限付)2025年3月3日1,000非上場   "
jpcrp_cor:InformationAboutCompanyConcernedSubjectToOngoingDisclosureTextBlock,継続開示会社たる当該会社に関する事項 [テキストブロック],FilingDateInstant,提出日時点,その他,時点,－,－,2 【継続開示会社たる当該会社に関する事項】(1) 【当該会社が提出した書類】① 【有価証券報告書及びその添付書類又は半期報告書】有価証券報告書第121期（自 2024年4月1日 至 2025年3月31日）2025年6月18日関東財務局長に提出。 ② 【臨時報告書】該当事項はありません。 ③ 【訂正報告書】該当事項はありません。 (2) 【上記書類の写しを縦覧に供している場所】トヨタ自動車株式会社本店(愛知県豊田市トヨタ町1番地)株式会社東京証券取引所(東京都中央区日本橋兜町2番1号)株式会社名古屋証券取引所(愛知県名古屋市中区栄三丁目8番20号) 
